RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
25362,39939,2270,117961,118413,120584,120773,118959,118960,120774
26827,34591,19830,119062,119091,123125,118784,121556,290919,118786
4659,80893,5604,117961,118343,119598,118958,159709,118960,118961
14067,80213,46476,117902,117903,120171,117905,117906,290919,117908
9148,73133,46476,117902,117903,117904,117905,117906,290919,117908
19342,79092,59421,117961,118327,118507,118396,133290,118398,118399
9025,33642,19858,117929,117940,117941,118568,140630,19721,118570
9331,17226,5652,117961,118300,28618,118321,117906,290919,118322
11574,40997,2291,117961,118225,120663,118685,120316,308574,118687
27129,43876,56591,118079,118080,117878,117879,118177,19721,117880
18582,967,2683,120864,120865,118171,122129,281792,121916,122131
2095,3853,17549,117961,118446,119064,120690,136365,290919,120692
11152,6977,17789,117961,118052,119986,118321,117906,290919,118322
1019,75078,24916,91261,118026,121667,119409,185122,119006,119411
7829,39649,7560,117961,118300,119181,118321,117906,290919,118322
2038,35886,783,117961,118413,277693,128230,302830,4673,128231
21694,36905,56770,117918,117919,117884,117879,117886,19721,117880
3446,77386,7651,117961,118386,118746,118321,117906,290919,118322
11751,45444,16527,91261,118026,118202,118321,117906,290919,118322
24334,34865,15450,117916,117917,117941,117879,117886,19721,117880
2026,41470,3949,117961,117962,118352,118777,279443,308574,118779
6212,79228,56819,117983,117984,117878,118568,292195,19721,118570
30625,41385,49772,91261,118026,118746,118747,126309,118453,118749
7766,43642,34611,117961,118327,118320,118321,117906,290919,118322
12611,80842,6225,117961,118343,118437,118368,139118,117887,118486
9221,1020,1571,117961,118300,120410,117905,172635,290919,117908
7296,34562,1080,117961,118327,118378,118451,151171,118453,118454
15903,1028,49850,117961,118413,122007,118259,118260,290919,118261
18404,4675,5396,117961,118343,119993,120773,118959,118960,120774
32763,32147,3883,117961,118343,119987,118784,118785,290919,118786
32535,391,103791,117926,117927,119569,179731,288579,117887,117973
7804,4675,7344,117961,118225,120663,123045,148730,120518,123047
32047,28572,4622,118212,118580,117878,133111,125539,118870,133113
18543,42093,5228,119596,119597,168533,120789,301124,118424,120791
27534,20294,56776,117916,117917,117941,118568,128163,19721,118570
3980,25731,231,117961,118343,6104,118321,117906,290919,118322
19571,35201,7265,117961,118343,119598,120773,123107,118960,120774
5280,43952,5987,117961,118446,16232,118321,117906,290919,118322
6451,38719,72519,118079,118080,117878,117885,117913,117887,117888
9736,37624,4105,117961,118225,118616,118054,118054,117887,118055
28912,40069,5730,117961,118446,118684,124305,132003,118762,124307
16591,7543,19645,117961,118413,118481,118321,117906,290919,118322
21099,36429,1723,117961,119256,120943,280788,280788,292795,119082
16801,25241,28590,117961,118327,120685,118685,123678,308574,118687
23623,16985,3116,117961,118300,147589,118912,309291,118424,118914
27855,33153,125466,117902,117903,120171,120990,157414,118398,120992
28400,78603,7560,117961,118300,119181,118321,117906,290919,118322
32711,35645,5272,117961,118343,118979,119433,133686,118424,119435
18332,38368,17058,117961,118300,119488,118728,301534,118295,118730
4222,80501,6656,118095,118096,118008,117885,118097,117887,117888
24054,42085,4475,117961,118052,118706,118728,301534,118295,118730
28827,37651,13278,118219,118220,117912,117879,117897,19721,117880
9466,20332,28590,117961,118327,120685,118784,240983,290919,118786
20819,79021,92550,126974,126975,118492,118747,125738,118453,118749
19876,4693,19717,117961,117962,118352,117905,240983,290919,117908
27629,35525,13193,118349,118350,117895,179731,125242,117887,117973
9008,73756,17414,118752,119070,118042,118563,118563,270488,118565
20735,79363,770,117961,118300,120722,118451,130134,118453,118454
301,32270,1334,117961,117962,118910,118054,118368,117887,118055
18321,44977,2260,117961,118343,119598,120497,133686,118424,120499
27312,19666,22841,117961,117969,19666,118368,118368,117887,118486
10021,28294,15886,117961,118052,120356,120357,310997,118424,120359
11787,25993,1397,117961,118300,118437,118777,279443,308574,118779
20629,79412,87910,91261,118026,119279,118451,126309,118453,118454
2413,6677,16314,117961,118446,120317,117905,117906,290919,117908
23276,25993,59035,118887,118888,6725,123684,125826,6725,123686
15201,34950,13844,117961,118327,121787,121122,127593,118612,121124
26005,37951,37669,118602,118603,118008,117885,118097,117887,117888
11639,42135,9959,118742,118743,117920,118568,127564,19721,118570
9611,79973,5000,117961,118343,118833,119928,310608,118331,119929
13385,917,3722,117961,118300,120059,121469,128942,118424,121471
26806,77300,18073,118256,118257,118623,118995,136748,292795,118997
9759,41314,5559,119280,119281,118623,126684,193644,292795,126685
25349,4675,51172,117961,118225,120551,120690,120691,290919,120692
13567,5372,3966,117961,118343,122012,117905,240983,290919,117908
23627,919,771,117961,118300,120722,118784,152747,290919,118786
9406,17278,52105,118595,118596,81476,118422,149098,118424,118425
29139,6977,4626,117961,118052,119972,118784,117906,290919,118786
4241,20292,46716,117929,117930,117941,117885,117913,117887,117888
27584,4675,13871,117961,118300,118514,118321,117906,290919,118322
3009,38124,50814,117918,117919,117920,118568,125937,19721,118570
32748,80247,2299,117961,117962,119223,120516,146694,120518,120519
23463,75493,8283,117961,118327,118933,118321,117906,290919,118322
6394,29100,20361,117961,117962,118352,117905,240983,290919,117908
24305,107985,19673,117961,118446,16232,118777,279443,308574,118779
1970,1937,6217,117961,118327,118328,120765,120765,118467,120767
27650,80734,52105,118595,118596,81476,118422,170384,118424,118425
2893,278393,49646,119691,119692,118635,120903,118406,119695,120904
27945,38659,55132,118169,118170,118042,118563,158413,270488,118565
20887,20351,118151,118079,118080,117878,117879,242253,19721,117880
7752,75834,50089,117961,118343,118514,117905,117906,290919,117908
28421,39939,25721,118887,118888,119136,119137,122564,118474,119139
11547,80326,4642,117961,118225,120551,117905,117906,290919,117908
19484,5112,5119,117961,118300,119890,120006,133833,118424,120008
7154,34581,744,117961,118300,120722,118321,117906,290919,118322
9914,42093,4715,117961,118300,125872,118422,249904,118424,118425
4087,4675,4496,117961,118225,120551,117905,117906,290919,117908
29654,4674,7001,117961,118327,118933,121594,132108,4673,121596
8520,45408,92887,118315,118316,140453,129229,182258,119788,129231
499,16496,7388,117961,118225,119924,118318,168365,118205,118319
15540,34591,2594,117961,118300,120410,118784,240983,290919,118786
28796,23961,46185,118887,118888,118889,118863,307233,118398,118865
27927,2789,8607,117961,118225,118403,118747,130134,118453,118749
12061,1003,33112,118212,118213,120551,117905,240983,290919,117908
9291,23722,48960,122880,122974,118042,118563,118563,270488,118565
1677,15715,7791,118752,119070,118754,280788,280788,292795,119082
9495,80925,4933,117961,118300,118458,307024,301218,118331,118332
26287,3853,16698,117961,118300,118597,118980,301534,118295,118982
6963,74684,4100,118290,118291,120291,119928,278266,118331,119929
2068,34924,7370,117961,118413,118481,118321,117906,290919,118322
31760,45295,18213,117961,118386,118692,118451,200947,118453,118454
10423,34950,34826,118555,118178,118320,118321,117906,290919,118322
22244,104599,8520,117961,118386,119954,118278,259258,290919,118279
827,3853,2343,119691,119692,118635,122967,311441,119695,122969
21178,31044,770,117961,118300,119181,118451,130134,118453,118454
3302,80191,1334,117961,117962,118910,119949,230830,290919,119951
2044,1732,1222,117961,118327,120171,120647,256168,118398,120649
10604,25993,52898,118212,118580,119362,119065,159733,118667,119067
4599,80586,2983,117961,118343,118700,117905,240983,290919,117908
26584,79299,15625,118169,118170,119796,119849,310589,118638,119851
1698,34924,4576,117961,118327,118391,117905,117906,290919,117908
3687,28866,5739,117961,118446,118684,118924,140784,118667,118926
718,79121,132399,120342,120343,119076,118422,124426,118424,118425
30531,79378,70297,117961,118327,118744,118321,117906,290919,118322
27067,32270,5027,117961,118343,119598,118834,133686,118424,118836
27588,915,994,117961,118300,120312,120516,123107,120518,120519
21401,18418,7524,117961,118300,118437,118777,279443,308574,118779
13718,4675,1903,117961,118343,118514,118685,120316,308574,118687
16549,80688,97016,119062,119091,118957,117905,117906,290919,117908
19058,75834,118619,117961,118343,119142,117905,117906,290919,117908
22933,79363,70264,117961,118343,118437,124435,118362,118363,124436
32277,80570,19986,117961,118225,118403,118958,136187,118960,118961
16070,18913,103803,117929,117930,117941,117879,117886,19721,117880
13106,1020,52356,117902,117903,119824,118321,117906,290919,118322
27001,16191,34479,117887,118178,118320,117905,290919,290919,117908
18047,7543,54618,117961,118052,118992,118321,117906,290919,118322
23708,37639,75342,118126,118237,117895,117879,119820,19721,117880
25508,79660,3053,117961,118225,120663,121594,131163,4673,121596
26293,40484,4023,117961,118446,119064,118321,117906,290919,118322
6827,45019,16569,117961,118327,120559,120560,304465,118643,120562
15118,17308,7346,117961,118343,123125,118777,279443,308574,118779
12095,75078,7651,117961,118386,118746,117905,117906,290919,117908
6781,27124,49626,117961,118327,129972,118321,117906,290919,118322
16999,189629,2071,117961,117962,118501,122551,139302,118762,122552
19512,42006,5296,119596,119597,119837,118293,118294,118295,118296
31554,39264,5496,91261,118026,118202,117905,117906,290919,117908
20311,40867,21280,117961,118386,123072,118685,122058,308574,118687
5054,80197,994,117961,118300,120312,120516,123107,120518,120519
19827,45652,7067,117961,118225,118403,118321,117906,290919,118322
20608,17183,4828,117961,118343,118395,118890,125128,118398,118892
7794,18418,4712,117961,118343,118395,123067,269406,118398,123068
20330,27728,16850,117961,118225,119092,119093,131097,119095,119096
8822,76465,120822,119596,119597,120823,120647,311441,118398,120649
32528,15714,18080,117961,119256,120943,118995,118806,292795,118997
31043,75834,3187,117961,118343,119142,122022,137489,119221,122024
15526,75045,2781,117961,118300,118360,119849,310589,118638,119851
11393,7678,52735,117961,118052,120356,122067,127906,118424,122069
2051,79092,20380,117961,118225,124380,307024,310608,118331,118332
30506,20364,5030,117961,118343,120126,120497,133686,118424,120499
11577,80186,6699,117961,118343,119993,117905,117906,290919,117908
26955,79092,7284,91261,118026,118202,118321,117906,290919,118322
21441,37734,46559,117989,117990,117884,117885,117913,117887,117888
9124,75834,1116,117961,118343,123454,118321,117906,290919,118322
28185,75078,18213,117961,118386,118692,118451,200947,118453,118454
21913,13878,56026,117983,117984,117878,117879,117879,19721,117880
7447,34580,1448,117902,117903,120722,117905,117906,290919,117908
7507,25993,4718,121785,121786,120317,118321,117906,290919,118322
8530,4675,4620,117961,118300,119195,117905,117906,290919,117908
20066,4675,25557,117961,118300,121951,128422,130134,118453,128424
9678,44912,25813,117961,118300,119181,118841,118842,118643,118843
5185,23194,20447,117961,118225,120283,118890,133249,118398,118892
2252,34989,46526,117961,118300,119984,118396,269406,118398,118399
6902,73756,13873,117961,118300,118825,121469,310997,118424,121471
26418,18418,16967,117961,118300,125872,120344,267223,118424,120346
25258,45089,3843,117961,118413,120370,118784,237727,290919,118786
32768,14354,59575,117916,118150,117920,118568,122142,19721,118570
2513,34012,866,117961,118413,120526,118259,132668,290919,118261
22861,73100,27104,117961,118327,118507,118890,138290,118398,118892
15167,45320,15421,117961,117969,118970,118396,233714,118398,118399
5302,6921,1930,122880,122974,122870,120097,281292,270488,120099
4905,40456,16974,117961,118300,119181,118321,117906,290919,118322
5346,15064,2229,117961,118327,118450,179731,131225,117887,117973
16465,79965,2594,117961,118300,123472,117905,117906,290919,117908
26998,81524,7880,117961,118052,118053,118054,118054,117887,118055
14335,31700,2703,122880,122974,117945,117946,149568,292795,117948
26112,37138,4887,117961,118343,120126,258434,283557,118424,258436
5108,79092,21033,117961,118300,123749,118777,279443,308574,118779
21484,75901,59765,117961,118386,121961,118912,309291,118424,118914
14456,37435,16830,117961,118327,119830,120773,118959,118960,120774
22650,76846,3187,117961,118343,119142,123045,147738,120518,123047
1154,6977,151425,119062,119091,118514,119962,168365,118205,119964
17204,32642,1723,117961,119256,120943,280788,280788,292795,119082
26848,6960,4659,117961,118225,120663,118321,117906,290919,118322
18576,74883,15402,119062,119091,118042,118043,118044,270488,118046
31837,36326,17305,117961,118327,118529,118054,118054,117887,118055
12372,39331,8520,117961,118386,119954,118259,118260,290919,118261
15765,31441,15683,117961,118300,118957,118777,279443,308574,118779
5323,78112,75345,118126,118237,117895,117879,117897,19721,117880
6807,34431,54618,117961,118052,118821,117905,117906,290919,117908
3649,5906,126887,122532,122533,117945,280788,280788,292795,119082
32263,7543,3800,117961,118225,118403,117905,117906,290919,117908
3659,106868,17514,117961,118343,121747,118321,117906,290919,118322
26395,6977,5916,117961,118446,16232,122551,128532,118762,122552
10927,41116,7389,117961,118386,118746,118451,152307,118453,118454
18390,78840,15768,117961,118225,124449,122297,143193,118331,118899
10821,39971,46185,118887,118888,118889,118890,206237,118398,118892
13379,25267,3970,117961,118300,118458,118054,118054,117887,118055
27366,5410,5413,117961,118327,118391,118321,117906,290919,118322
6133,76592,6453,125714,125715,118910,118321,117906,290919,118322
21398,73170,52734,118290,118291,118660,118293,118294,118295,118296
10059,42972,17322,117961,118052,119243,118054,118443,117887,118055
11093,34924,59285,117961,118327,120299,137969,217580,118612,137970
27364,39339,3136,117961,118343,118856,118451,130134,118453,118454
8982,27755,17033,118095,118096,117920,117899,117899,19721,117900
9140,30570,3197,117961,118386,120361,118784,147114,290919,118786
1821,44858,51740,118752,118753,117945,280788,130913,292795,119082
12214,18418,123011,120342,120343,121014,118422,300136,118424,118425
10571,25265,4909,117961,118300,118458,118293,118302,118295,118296
6491,73756,16052,118887,118888,118825,118728,306088,118295,118730
32463,75245,20440,117890,117891,117878,118568,292195,19721,118570
32483,20218,15443,119280,119281,117945,280788,130913,292795,119082
24706,6921,49696,117961,118052,122938,118784,147114,290919,118786
3903,74686,8686,117961,118327,119830,118054,118054,117887,118055
29231,43872,2296,117961,118413,277693,123737,127475,118960,123738
10061,91804,7069,117961,118386,123844,118784,121926,290919,118786
32174,36997,1249,117961,117962,118910,118321,117906,290919,118322
11049,42976,50736,117961,118052,118821,118321,117906,290919,118322
21020,27755,53289,118219,118220,117912,117879,117897,19721,117880
28905,41264,7551,117961,118052,118867,117905,117906,290919,117908
2821,3853,18450,117961,118052,118821,118321,118321,290919,118322
2355,82377,49574,117961,118052,118391,120773,118959,118960,120774
30853,6492,15435,117961,118343,122299,119949,121350,290919,119951
27941,15716,7685,118573,118574,117945,117946,144259,292795,117948
8628,45408,4932,117961,118225,119824,123737,147851,118960,123738
23028,43757,16566,117961,118327,120559,120618,304465,118643,120619
2531,4675,16121,117961,118225,119824,121122,129713,118612,121124
21867,18688,14560,117951,117952,117920,117879,117897,19721,117880
15626,36957,1383,121005,121006,118575,122129,164523,121916,122131
202,42873,4590,117961,118343,118395,123067,269406,118398,123068
25468,25270,53081,117961,118343,119598,119433,133686,118424,119435
25792,33411,3225,117961,118327,118929,118321,117906,290919,118322
30288,74478,9237,117961,118225,120551,120690,127922,290919,120692
24592,44456,17514,117961,118343,121747,118321,117906,290919,118322
25721,41643,13854,117961,118052,118821,117905,172635,290919,117908
18642,23164,770,117961,118343,119181,118451,130134,118453,118454
11459,43751,3800,117961,118225,118403,118321,117906,290919,118322
16675,40630,334,118216,118217,117920,118568,281735,19721,118570
21063,16459,30488,119370,119370,118701,118702,148866,118704,118705
29335,27124,50126,117961,118327,120299,121122,217580,118612,121124
24777,40420,31577,11146,118491,117941,117879,117886,19721,117880
1502,17308,16371,117961,118446,118684,118321,117906,290919,118322
14234,73106,20368,117902,117903,120171,120990,137612,118398,120992
9900,36976,54303,117961,118327,118492,120097,126339,270488,120099
26576,93015,7460,117961,118300,118783,118784,147114,290919,118786
13500,1020,123020,117961,118300,118514,118321,117906,290919,118322
12734,16443,4945,117961,118300,118360,118636,171056,118638,118639
5311,25993,20412,117890,117891,117878,117879,117879,19721,117880
6730,34039,21303,117961,118300,119890,120348,249620,118295,120350
24358,99478,7014,117961,118446,119961,118259,118260,290919,118261
5471,87824,3332,117961,118343,121747,118784,130735,290919,118786
27926,1937,60121,121785,121786,142145,118321,156948,290919,118322
27896,31201,1912,117943,117944,118042,120097,174445,270488,120099
29033,79092,5652,117961,118300,28618,118784,124402,290919,118786
5090,37639,12768,117910,117911,117920,121067,229187,121069,121070
13209,74213,3889,117961,118386,121883,117905,117906,290919,117908
15244,31224,52007,117961,117962,118910,179731,118368,117887,117973
22184,34433,59043,117961,118343,118514,118321,117906,290919,118322
14173,78422,50096,117961,118052,120417,120812,131374,118638,120814
4964,77213,8487,117961,118327,118320,118321,118448,290919,118322
27695,78327,53240,117876,117877,117878,117879,167135,19721,117880
27341,81520,1350,117961,118052,122938,117905,117906,290919,117908
32106,75954,5238,119596,119597,118053,118207,174445,270488,118209
8717,23489,3963,117961,118300,125872,120344,311360,118424,120346
23763,28586,1806,117961,118413,122007,117905,240983,290919,117908
23142,75834,241781,119301,119302,119303,118321,117906,290919,118322
27587,39926,25607,117961,118343,118856,118784,118785,290919,118786
23887,36971,7454,117961,118413,122007,118784,126519,290919,118786
23679,80842,743,117961,118343,120722,118784,117906,290919,118786
8909,20273,334,118216,118217,117884,117885,117913,117887,117888
26561,77161,72039,91261,118026,118706,118451,126309,118453,118454
13687,106564,3990,117961,117962,118409,122645,151214,119221,122647
27518,14956,17789,117961,118052,119986,118321,117906,290919,118322
3483,80195,994,117961,118300,120312,119849,124690,118638,119851
30971,972,4904,119170,119171,121747,120344,127405,118424,120346
29075,18418,4375,117961,118343,128113,118826,257115,118424,118828
15015,79092,54618,117961,118052,118992,118784,118785,290919,118786
1278,42031,75114,118315,118463,118522,119928,310608,118331,119929
31980,75477,46608,118315,118463,122636,120773,123148,118960,120774
26859,29302,2068,117980,118076,131868,119192,276422,119184,119194
20755,33054,5113,117961,118300,119890,120497,258776,118424,120499
12854,75078,3197,117961,118386,120361,117905,117906,290919,117908
347,38655,4993,117961,118300,118979,118912,309291,118424,118914
29202,27727,3281,117961,118225,120323,120591,120592,119095,120593
25007,3069,2908,117961,118343,118979,119433,133686,118424,119435
13323,80207,2299,117961,117962,119223,123737,131844,118960,123738
8489,82641,196,117961,118413,121639,118451,130134,118453,118454
15469,18072,40381,118573,118574,117945,280788,280788,292795,119082
16038,30583,46617,118573,118574,117945,280788,280788,292795,119082
174,80215,217,117961,118413,120370,118321,240983,290919,118322
27291,23096,25721,118887,118888,119136,119137,122564,118474,119139
20989,34861,21280,117961,118386,120361,120690,127922,290919,120692
4073,42505,1331,117961,118225,118403,118747,130134,118453,118749
21394,75078,5697,117961,118386,118692,118784,117906,290919,118786
32430,34431,14638,117961,118052,118821,117905,240983,290919,117908
8367,40197,7520,117961,118343,124725,118321,117906,290919,118322
6852,14570,18307,118106,118107,118810,119323,129197,19793,119325
3581,698,2296,117961,118413,277693,120952,130134,118453,120954
17933,29024,5002,117961,118343,118292,120344,310997,118424,120346
25506,32156,2371,117961,117962,118501,120702,308462,118504,120704
15722,39883,70168,117961,118052,118053,118636,238714,118638,118639
140,28472,28163,118315,118316,120361,118321,175154,290919,118322
10836,97020,7265,117961,118343,119598,120773,123107,118960,120774
18466,36674,14633,118106,118107,117884,118568,281735,19721,118570
25590,42972,86098,91261,118026,119243,124144,126864,124145,124146
20241,35754,4413,117961,118343,118833,117905,117906,290919,117908
15289,73904,79114,117961,118225,124449,119849,310589,118638,119851
12045,78970,1912,117943,117944,118042,120097,174445,270488,120099
5073,82379,61016,119596,119597,119703,118912,174408,118424,118914
16393,80710,141,117961,118225,122273,118321,117906,290919,118322
24016,78399,22859,117961,118300,123472,118054,284553,117887,118055
19298,18072,274154,118169,118170,119796,118172,130464,249618,118175
25843,32987,6751,117961,117969,6725,118777,241030,308574,118779
26401,73451,1346,117961,118343,121747,117905,117906,290919,117908
8130,5729,5657,117961,118300,121176,118321,117906,290919,118322
2367,52683,56007,117980,118076,117912,117885,117913,117887,117888
5669,78004,16802,117961,117969,19666,311867,118477,118478,118479
17223,27082,15542,117961,118300,118395,118396,300044,118398,118399
8622,3853,3622,117961,118300,118458,118834,223125,118424,118836
26714,36686,4293,117876,117877,117878,118568,180025,19721,118570
13681,78327,13400,117983,117984,117878,118568,292195,19721,118570
17012,26938,17156,117961,118300,118810,123082,197687,19793,123084
1699,77177,7460,117961,118300,118783,118321,117906,290919,118322
16285,79121,16098,117961,118327,120171,120647,240979,118398,120649
6180,26798,8520,117961,118386,119954,119962,168365,118205,119964
11658,6704,49598,117961,118327,119995,118784,117906,290919,118786
4565,34797,7807,117961,118327,118518,118043,118756,270488,118046
14103,6711,17394,117961,118413,122007,118321,118448,290919,118322
27021,16767,16850,117961,118225,122298,120591,127477,119095,120593
24761,113726,5043,117961,118300,118458,118523,129545,118331,118525
12939,14354,79476,117916,118150,117941,117879,117886,19721,117880
4171,75303,13800,117961,118225,118403,118685,126297,308574,118687
22388,25628,126191,119301,119302,119303,118321,117906,290919,118322
14358,75511,20382,117961,118300,124942,123737,123107,118960,123738
20647,20222,58881,118256,118257,117945,117946,119235,292795,117948
3575,39262,15894,117961,118052,119986,118685,126297,308574,118687
14640,25287,20170,117961,118413,120526,130857,279443,308574,130858
23662,25305,7551,117961,118052,118867,118321,117906,290919,118322
7921,35988,8707,117961,118300,19772,118054,118054,117887,118055
29593,13878,25445,118023,118024,117895,118568,281735,19721,118570
19660,34524,3526,117961,118225,120323,122849,120324,119095,122850
32210,74240,38787,119691,119692,118635,120903,310608,119695,120904
27046,41128,51127,117961,118446,120368,118321,117906,290919,118322
25702,5451,6278,117961,118343,120722,118321,117906,290919,118322
27486,80830,2291,117961,118225,120663,118777,279443,308574,118779
19561,38719,50488,118079,118080,117878,117879,118177,19721,117880
30045,60782,56602,118079,118080,117878,117879,120319,19721,117880
20085,27416,96013,118106,118107,117920,118568,121313,19721,118570
20065,42952,3332,117961,118343,121747,118321,117906,290919,118322
6017,25829,7807,117961,118327,118518,120097,146705,270488,120099
3235,29304,58407,117975,117976,117884,117885,117913,117887,117888
19836,45444,4712,117961,118343,118395,123067,233714,118398,123068
13754,37009,49353,117961,117962,118910,118321,117906,290919,118322
32604,77300,32795,118256,118257,118623,280788,193644,292795,119082
8458,38124,61026,117929,117940,117941,117885,117913,117887,117888
20240,40862,59347,117961,118327,118320,118784,147114,290919,118786
26633,16241,19829,117961,118386,118896,118784,121873,290919,118786
27420,15913,5899,117961,118327,120318,118841,152788,118643,118843
30383,78192,51226,117961,118327,118320,118451,118545,118453,118454
27624,34580,1398,117961,118300,120722,118321,117906,290919,118322
3,36135,5396,117961,118343,119993,118321,240983,290919,118322
31870,1020,87910,91261,118026,119507,119962,168365,118205,119964
23744,80637,6278,117961,118343,120722,118321,117906,290919,118322
29645,3264,1930,122880,122974,122870,120097,159929,270488,120099
21122,75078,2343,119691,119692,118635,122967,311441,119695,122969
19106,31661,6482,117961,118052,118992,118321,118448,290919,118322
7185,15796,34064,117961,118386,118746,117905,117906,290919,117908
7524,39883,17561,91261,118026,118202,118278,151426,290919,118279
14768,31825,4909,117961,118300,118458,120006,143820,118424,120008
25695,25287,6235,117961,118343,118437,307024,311622,118331,118332
9447,17226,4887,117961,118343,118979,120006,310997,118424,120008
28892,32642,15616,119280,119281,118623,117946,119359,292795,117948
17552,33111,15415,117961,118225,123173,118054,119601,117887,118055
7687,7543,7377,117961,118225,119924,118777,119925,308574,118779
9430,73814,16850,117961,118225,122298,120591,127477,119095,120593
19602,5173,4301,117961,118343,118660,119433,133686,118424,119435
15412,43629,22853,117961,118386,118896,118054,118054,117887,118055
28782,20226,23871,118752,119070,117945,119899,127369,19793,119900
8093,25565,19718,117961,117962,119223,122269,122270,118643,122271
18688,37260,20440,117890,117891,117878,118568,292195,19721,118570
26277,3853,52105,118595,118596,81476,118834,140185,118424,118836
30192,59793,5240,118887,118888,127284,118912,309291,118424,118914
25701,27904,2072,118138,118139,131868,119192,308590,119184,119194
442,42019,4362,117961,118343,126955,118777,279443,308574,118779
31434,80211,1325,117961,117969,118910,118054,118054,117887,118055
19199,28149,28163,118315,118316,120361,118259,117906,290919,118261
18148,74874,56596,118079,118080,117878,117879,118177,19721,117880
2058,74164,4533,117961,118343,118700,117905,117906,290919,117908
29059,44812,6285,117961,118300,132427,117905,117906,290919,117908
32037,109183,30533,91261,118026,119507,123648,123107,120518,123650
21876,76465,12197,118290,118291,120171,118890,261801,118398,118892
7339,36050,20949,118315,118316,123656,118318,180629,118205,118319
16091,21811,71189,117961,118386,128823,118259,125206,290919,118261
29215,77176,3889,117961,118386,121668,117905,117906,290919,117908
25734,14570,65460,118079,118080,117878,117879,118177,19721,117880
18838,26437,30461,118670,118671,117895,117896,117913,117887,117898
28455,80321,2395,117961,118300,123055,118728,301534,118295,118730
1117,20292,56781,117926,118266,117941,118568,195390,19721,118570
14051,26986,1065,117961,118327,120559,118641,132791,118643,118644
18387,4675,16922,117961,117962,118501,118784,124402,290919,118786
295,28294,4100,118290,118291,124668,119928,278266,118331,119929
26120,16985,7578,117961,118343,118437,117905,117906,290919,117908
10714,23147,22431,117961,118413,126229,132671,126363,290919,132673
18548,16464,54618,117961,118052,118992,118321,117906,290919,118322
21737,15710,17733,117961,118300,119984,118890,125128,118398,118892
30017,78311,71969,117932,117933,117878,117879,119684,19721,117880
15287,25993,2296,117961,118413,277693,123737,127475,118960,123738
10104,33054,4155,117961,118300,118301,120006,259215,118424,120008
11949,4675,5657,117961,118300,121176,118321,117906,290919,118322
6224,34061,26321,117961,118327,118320,117905,117906,290919,117908
21767,79275,49574,117961,118327,118391,118958,256070,118960,118961
1924,31299,51124,117961,118300,118631,118422,161852,118424,118425
4107,42031,60789,117961,118386,118522,118777,279443,308574,118779
1863,64721,50589,118079,118080,117878,117879,121386,19721,117880
4224,38119,20482,118219,118220,117912,117879,117879,19721,117880
26180,25753,57539,122532,122533,118623,280788,122534,292795,119082
8060,38706,3074,117961,117962,120677,307024,306404,118331,118332
31942,20897,25607,117961,118343,118856,118321,117906,290919,118322
5230,34433,3966,117961,118343,122012,118777,279443,308574,118779
2793,79927,50517,118602,118603,117941,118568,118568,19721,118570
30487,74386,20341,117961,118300,125178,118054,118054,117887,118055
7246,73065,21135,117961,118343,123494,118784,121926,290919,118786
15674,40060,1437,118212,118213,118437,118636,192211,118638,118639
23498,43779,50089,117961,118343,118514,118321,117906,290919,118322
27229,70453,13881,118602,118603,117941,117885,118097,117887,117888
20746,6977,7460,117961,118300,118783,118321,117906,290919,118322
23864,17308,52902,118595,118596,81476,120344,138524,118424,120346
19157,18072,15555,118256,118257,117945,118274,149344,292795,118276
9445,4675,4084,117961,118052,118992,118321,117906,290919,118322
29548,27144,6699,117961,118343,119993,117905,117906,290919,117908
31351,73803,5701,117961,118052,120709,118207,174445,270488,118209
12680,77291,29643,118953,118954,117920,118568,131694,19721,118570
9706,4675,7265,117961,118343,119598,118321,240983,290919,118322
30295,32308,4743,119062,119091,120663,117905,117906,290919,117908
29634,17849,31000,117961,118446,119969,123082,123083,19793,123084
16725,39879,58702,118256,118257,117945,126684,280788,292795,126685
10509,80251,2594,117961,118300,120410,118784,240983,290919,118786
21570,36348,7133,117961,118327,118320,118321,118448,290919,118322
19179,42378,54321,117890,117891,117878,118568,292195,19721,118570
11329,25812,2113,117951,117952,117920,118568,124610,19721,118570
4891,36674,11523,118106,118107,117884,118568,145206,19721,118570
7386,34924,28590,117961,118327,120685,117905,240983,290919,117908
26563,17278,15390,117961,118300,118301,118054,118443,117887,118055
18004,36646,14207,117978,117979,119386,119778,177766,19721,119779
509,35068,15399,117983,117984,117878,118396,139898,118398,118399
18739,79092,5541,117961,118300,118514,117905,117906,290919,117908
10096,39329,49772,91261,118026,118746,118451,126309,118453,118454
23591,34924,8243,118555,118178,118320,118451,130134,118453,118454
28173,79549,14839,138798,138799,120539,117905,117906,290919,117908
22503,2824,20533,118169,118170,117945,117946,125711,292795,117948
22432,18229,770,117961,118300,119181,118451,130134,118453,118454
8818,19722,17514,117961,118343,121747,118321,117906,290919,118322
4321,14570,13262,118219,118220,118221,117899,117897,19721,117900
20774,44722,70243,117961,118327,118492,118747,125738,118453,118749
16073,5676,2229,117961,118386,118450,119192,132442,119184,119194
