RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
23523,30864,3966,117961,118343,122012,122849,123053,119095,122850
23401,20299,27872,118090,118091,117912,117879,117886,19721,117880
25403,79092,7578,117961,118343,120722,118784,117906,290919,118786
8892,34817,70243,117961,118327,118492,118451,125738,118453,118454
31743,18072,3509,118752,119070,118042,118043,118043,270488,118046
17972,27623,28590,117961,118327,120685,118321,117906,290919,118322
18905,1032,4108,118887,118888,119136,119137,122564,118474,119139
1989,73815,64709,118315,118316,120764,123651,251247,118467,123652
19389,42690,1448,117902,117903,120722,117905,117906,290919,117908
24740,96513,46608,118315,118463,122636,120773,123148,118960,120774
22049,25287,34064,117961,118386,118746,117905,117906,290919,117908
26973,26313,19986,117961,118225,118403,120773,136187,118960,120774
20991,39264,32795,118256,118257,118623,118995,286106,292795,118997
902,20897,17858,117961,118386,118673,117985,120203,19793,117987
17764,3853,3258,117961,118446,16232,119351,210201,3130,119353
1833,20273,11506,118216,118217,118846,179731,139615,117887,117973
23779,104323,49230,117961,118300,121176,118321,117906,290919,118322
22366,14354,17002,5110,117954,117895,118568,281735,19721,118570
16959,23964,7243,117961,118343,118609,120357,125779,118424,120359
21030,4675,7393,117902,117903,120428,118321,117906,290919,118322
18224,38943,249,117961,118225,118403,118321,117906,290919,118322
29277,78360,858,117961,118327,118529,118777,279443,308574,118779
19637,19998,15620,118169,118170,119781,120097,301520,270488,120099
15949,18221,1652,117961,118327,118507,179731,179731,117887,117973
19604,74016,8715,117961,118052,119986,118321,240983,290919,118322
5407,31945,17603,118541,118542,117945,128903,126800,292795,128905
5055,42642,53348,117961,117969,118970,118396,122194,118398,118399
27707,80085,18220,117961,118052,118867,118321,117906,290919,118322
28945,17849,7581,118990,118991,215920,122952,305581,19793,122954
30962,75834,5504,117961,118300,118514,117905,290878,290919,117908
12559,312152,4641,117961,118343,121747,117905,117906,290919,117908
30223,33147,125466,117902,117903,120171,118863,154602,118398,118865
28164,91697,58865,117961,118446,119064,120097,139690,270488,120099
7363,28943,2034,117961,118052,118328,299559,259703,118205,163732
4837,31925,3707,117961,118446,118684,124305,124306,118762,124307
9282,41758,29592,118315,118463,118522,118674,281445,19793,118676
13868,31826,53319,118084,118085,131303,146249,146250,19793,146251
5475,278393,17227,117961,118343,118979,118826,158101,118424,118828
27545,79092,16698,117961,118300,118597,118980,301534,118295,118982
23024,27727,3281,117961,118225,120041,119093,120324,119095,119096
11830,93610,27219,117961,118327,123631,126820,153838,118638,126822
30932,17308,4551,117961,118343,118833,120344,303717,118424,120346
25811,39264,7789,118573,118574,117945,117946,144259,292795,117948
32405,73187,7393,117902,117903,120428,117905,118036,290919,117908
365,84071,15746,117961,118052,119742,118321,117906,290919,118322
31779,43909,27219,117961,118327,123631,126820,153838,118638,126822
11114,22318,4474,117961,118446,119064,118321,118448,290919,118322
31408,31441,4950,117961,118343,119598,120344,303717,118424,120346
1119,27348,4098,117961,118343,118292,119433,133686,118424,119435
13138,15030,17713,117961,118225,122273,118321,117906,290919,118322
14878,74127,17598,117961,118300,118631,135809,176829,118331,135811
26284,16191,34611,117961,118327,118320,117905,117906,290919,117908
7976,4675,6278,117961,118343,120722,117905,240983,290919,117908
30837,15024,1903,117961,118343,118514,118685,122058,308574,118687
13103,80905,18046,117961,118300,118783,117905,240983,290919,117908
23701,36602,5053,117961,118300,121108,120344,267189,118424,120346
21499,15730,744,117961,118300,120722,117905,117906,290919,117908
895,38392,19429,117918,117919,117884,117879,117886,19721,117880
9233,199,5432,117961,118327,118391,118321,117906,290919,118322
5133,34580,1397,117961,118300,120722,118321,117906,290919,118322
11434,34950,794,118752,119070,117945,280788,152940,292795,119082
15046,21428,16222,119062,119091,119223,119962,168365,118205,119964
28502,78849,5238,118887,118888,118053,118207,174445,270488,118209
2804,80999,17598,117961,118300,118631,307024,132719,118331,118332
933,75901,51345,117961,118052,120417,118702,125047,118704,118705
26790,88998,19830,119062,119091,123125,118784,121556,290919,118786
17040,37410,5767,117961,118343,118344,119849,161024,118638,119851
19364,45324,4500,117961,118052,118881,118321,117906,290919,118322
31330,6689,8430,117961,118225,118403,117905,117906,290919,117908
17692,79422,18211,117961,118386,119214,117905,117906,290919,117908
2361,16333,6982,117961,118300,118783,118321,117906,290919,118322
18570,38721,4925,118887,118888,119362,118636,221103,118638,118639
10567,78247,14855,117961,118300,123719,118451,130134,118453,118454
6641,39401,26321,117961,118327,118320,118784,240983,290919,118786
21914,36900,5903,117929,117940,118810,122927,128571,118131,122929
14231,3853,71189,117961,118386,128823,118318,168365,118205,118319
28309,278393,17261,117961,118343,118833,118054,120514,117887,118055
22737,76593,5244,117961,118343,119598,118321,240983,290919,118322
24173,38112,25329,118212,119763,123173,119849,263199,118638,119851
16215,79092,16830,117961,118327,119830,120773,118959,118960,120774
30060,3853,4189,117961,118343,119987,117905,117906,290919,117908
15321,75218,5496,91261,118026,118202,118321,117906,290919,118322
793,4675,1928,117961,118300,123719,117905,117906,290919,117908
30098,18072,7745,118752,118753,118754,118805,118806,118474,118807
6342,79092,25293,117961,118386,123072,118523,306404,118331,118525
3727,15698,2129,119134,119135,118450,119192,150595,119184,119194
8196,75338,8508,119402,119403,117895,117896,117913,117887,117898
19951,31226,49353,117961,117962,118910,117905,117906,290919,117908
11182,17825,783,117961,118413,127522,128230,4673,4673,128231
12320,79121,15887,117961,118052,120356,123737,305057,118960,123738
4832,73815,18438,119170,119171,126745,119172,174398,118467,119174
1058,29304,27432,117975,117976,117912,117885,117913,117887,117888
31956,37260,5580,117902,118041,118556,280788,280788,292795,119082
31333,4675,13135,117961,118225,120535,118368,118368,117887,118486
22624,75078,58834,91261,118026,118692,124144,121534,124145,124146
30439,39883,17586,117961,118052,118027,118054,119601,117887,118055
8866,18418,5101,117961,118300,127849,118826,236735,118424,118828
17452,3617,51124,117961,118300,118631,118834,123413,118424,118836
13432,34005,7703,117943,117944,117945,117946,117947,292795,117948
28750,18418,537,117926,118124,117884,117885,117913,117887,117888
8914,74432,7459,5110,117954,122672,125751,135104,118870,125753
21729,74593,71892,91261,118026,121533,118028,121534,117887,118030
16125,43534,54248,117961,118327,120559,118641,306399,118643,118644
31685,74390,139593,117961,118225,120323,119782,238219,119784,119785
23032,6033,58523,117890,117891,117878,118568,139169,19721,118570
14115,34346,5262,119596,119597,123719,118321,117906,290919,118322
13436,104667,65788,118003,118004,117878,117879,118568,19721,117880
21604,79006,8204,117961,118052,118867,118054,305057,117887,118055
27933,80727,4932,117961,118225,119824,123737,147851,118960,123738
3508,3853,6890,117961,118446,120317,117905,117906,290919,117908
17566,26986,1043,117961,118327,121589,124886,123881,118643,124888
17761,18418,53367,119134,119135,118437,122927,164572,118131,122929
7267,4605,174,117961,118413,121639,118777,279443,308574,118779
4776,20293,48656,117926,117927,117884,117879,117886,19721,117880
25047,25270,15902,117961,118052,120398,118054,121311,117887,118055
18963,7543,1397,117961,118300,120722,118321,117906,290919,118322
21994,80769,51172,117961,118225,120551,120690,120691,290919,120692
6256,4650,7553,117961,118225,118403,118784,118785,290919,118786
15740,108566,19760,117961,117962,118352,118321,117906,290919,118322
16121,33642,14163,5110,117954,117895,118568,281735,19721,118570
858,278393,4837,117961,118300,120026,118054,119601,117887,118055
20222,40867,7411,117961,118386,118746,118451,130134,118453,118454
22078,36014,2296,117961,118413,277693,118451,130134,118453,118454
28174,74476,1903,117961,118343,118514,118321,117906,290919,118322
15823,98500,7411,117961,118386,118746,118451,152307,118453,118454
4399,44987,46503,120140,120141,121589,120952,120953,118453,120954
15116,25278,3085,117961,118300,127284,118826,236735,118424,118828
7275,42085,18010,117876,117877,117878,118568,146303,19721,118570
19775,40867,20931,118315,118316,151108,124194,268301,118363,124196
20644,18058,120000,117961,118225,119136,120056,255657,118474,120058
4695,81524,102232,91261,118026,118027,121143,184698,249618,121145
23429,37119,46477,117961,119256,148450,119778,148997,19721,119779
11471,79092,7069,117961,118386,123844,118784,121926,290919,118786
29208,32642,7796,118573,118574,118623,118995,286106,292795,118997
22795,72168,7935,117961,118052,120539,117905,117906,290919,117908
1341,25098,2074,118441,118442,118378,119192,208460,119184,119194
25097,39264,15484,118256,118257,118623,118274,286106,292795,118276
23519,42093,5122,117961,118300,118631,118422,153195,118424,118425
30746,75033,17873,118742,118743,117941,117879,117897,19721,117880
1962,80494,17193,117961,117969,118970,118890,125128,118398,118892
13466,21710,6997,117961,118343,119945,117905,117906,290919,117908
25102,16923,16928,117961,118446,120317,117905,117906,290919,117908
5653,43680,53214,118095,118096,118008,117879,117897,19721,117880
7103,36250,16971,117961,118300,119993,120516,310589,120518,120519
8721,31662,3526,117961,118225,120323,119093,121698,119095,119096
2239,21415,59043,117961,118343,118514,118321,240983,290919,118322
31051,41371,10101,117910,118855,117920,118568,310732,19721,118570
11238,18913,100702,117929,117930,117884,117885,117913,117887,117888
20891,5893,783,117961,118413,277693,128230,302830,4673,128231
16694,28105,3281,117961,118225,120323,122849,120324,119095,122850
11479,79131,1411,117902,117903,118437,123670,305057,121916,123672
186,18913,273476,117926,118266,117920,118568,310732,19721,118570
7313,80368,5140,119062,119091,121710,118321,117906,290919,118322
32459,31976,7581,118990,118991,215920,122952,305581,19793,122954
8146,80681,4343,117961,118343,118660,307024,132719,118331,118332
8705,22682,1806,117961,118413,122007,117905,117906,290919,117908
30988,21705,67326,117910,117911,117912,118568,198040,19721,118570
19556,23978,5228,119596,119597,168533,120789,301124,118424,120791
11931,31652,20543,118169,118170,118556,280788,155276,292795,119082
23941,79121,4110,119596,119597,118292,138137,177534,118424,138139
3807,36562,15481,118212,118213,118921,118890,305057,118398,118892
31939,3853,2395,117961,118300,123055,118728,301534,118295,118730
14585,81001,17002,5110,117954,117895,118568,157237,19721,118570
24012,79440,134819,121005,121006,117945,280788,155276,292795,119082
13481,78438,23225,117961,118300,119984,120647,311441,118398,120649
18451,74001,83596,118090,118091,117941,117885,117913,117887,117888
16126,15716,794,118752,119070,117945,280788,152940,292795,119082
27683,23461,28057,118212,118213,118970,118863,124964,118398,118865
14004,38113,49735,117935,117936,117878,117885,117913,117887,117888
28588,81238,54618,117961,118052,118992,118321,117906,290919,118322
28686,20364,5325,117961,118300,118597,118834,250337,118424,118836
15252,20364,3954,117961,118343,120291,118422,300136,118424,118425
13661,20279,58697,117916,118011,117941,117885,117913,117887,117888
20962,73186,87,117961,118446,118447,118361,122092,118363,118364
24223,20897,8068,117961,118386,121668,118321,117906,290919,118322
30093,16985,743,117961,118343,118437,117905,117906,290919,117908
31086,42957,20169,117961,118343,118660,124886,239604,118643,124888
1627,3853,5262,119596,119597,124133,120344,282594,118424,120346
12490,43877,56604,118079,118080,117878,117885,118177,117887,117888
1214,76452,2947,118212,118213,118700,117905,117906,290919,117908
8835,39264,15541,118573,118574,118556,280788,162667,292795,119082
9540,45790,4576,117961,118327,118391,118321,117906,290919,118322
29841,20364,5186,118887,118888,124656,118912,309291,118424,118914
26171,29922,3332,117961,118343,121747,118321,117906,290919,118322
2987,80877,770,117961,118300,119181,118451,130134,118453,118454
23559,3853,2837,118887,118888,118631,120344,310610,118424,120346
15839,18226,1999,118084,118085,131868,128093,139264,119184,128095
7854,44722,29134,117961,118300,123719,118321,117906,290919,118322
8438,80791,6191,117961,118300,120297,118784,120474,290919,118786
4641,75338,4622,118212,118580,117878,133111,125539,118870,133113
889,93625,3967,117961,118052,118706,118321,117906,290919,118322
19160,42031,41797,118315,118316,118522,122060,241239,290919,122062
23774,105075,28590,117961,118327,120685,307024,256202,118331,118332
31362,34714,2017,117961,118327,121645,118321,117906,290919,118322
13665,74550,3053,117961,118225,120663,121594,131163,4673,121596
9636,15369,51740,118752,119070,118754,118805,130913,118474,118807
3226,44977,50015,117961,118343,119598,120344,310997,118424,120346
12047,38725,21327,117916,117917,117920,118568,281735,19721,118570
17549,25993,4857,117961,118343,119598,118834,127160,118424,118836
9778,114263,4375,117961,118343,120347,307024,132719,118331,118332
21387,70453,14695,118602,118603,117941,117899,117899,19721,117900
5717,37630,671,117961,117962,118352,118784,117906,290919,118786
16707,75834,88561,117961,118343,119218,120348,196416,118295,120350
9336,32174,23136,117961,118052,119742,117905,117906,290919,117908
28689,18418,51145,118595,118596,81476,118422,149098,118424,118425
32211,38480,84558,117893,117894,117895,117896,117897,117887,117898
10269,20364,22853,117961,118386,118896,119849,182753,118638,119851
23228,1281,22487,117961,117969,118970,120647,311441,118398,120649
17956,5410,26320,117961,118327,118391,117905,240983,290919,117908
19180,79092,4642,117961,118225,120551,118685,279443,308574,118687
18822,40062,50952,117961,118327,118929,118321,117906,290919,118322
2249,75675,7369,117961,118386,118896,118321,117906,290919,118322
2474,79151,1915,117961,118300,119181,118321,117906,290919,118322
16350,73502,3465,122880,122974,118042,118043,118043,270488,118046
12297,20294,33591,117916,118011,117884,117885,117913,117887,117888
11350,90393,4549,117961,118225,120050,117905,117906,290919,117908
5287,23990,125466,117902,117903,120171,121015,160460,119006,121017
23789,23921,2582,117961,118343,121710,118826,236735,118424,118828
649,41265,5186,118887,118888,124656,118912,309291,118424,118914
29320,6673,4626,117961,118052,119972,118784,117906,290919,118786
4985,39333,28253,118315,118316,123089,118278,292726,290919,118279
4782,80840,6285,117961,118300,132427,118321,117906,290919,118322
1915,153,71215,117961,118386,118404,118784,118785,290919,118786
24955,41116,5177,117961,118386,125016,118685,178199,308574,118687
17171,20294,13180,118084,118085,117920,118568,310732,19721,118570
18511,78878,54248,117961,118327,120559,120618,304465,118643,120619
6173,6977,5690,117961,118413,120370,118784,117906,290919,118786
9520,20897,110041,117961,118300,118810,118811,136909,19793,118813
23444,41378,51235,120864,121013,124133,120344,303717,118424,120346
17164,31983,6530,118074,23779,117920,119323,129197,19793,119325
13689,27348,4072,118887,118888,120026,118834,252363,118424,118836
14629,75834,49960,117961,118446,120368,122274,258816,3130,122275
22877,6094,5369,117961,118413,122007,118784,124402,290919,118786
10485,45324,17561,91261,118026,118202,118259,118260,290919,118261
457,18605,15406,117961,118225,118403,118054,118054,117887,118055
18018,79092,4215,118212,118213,118597,118728,301534,118295,118730
30224,34958,7644,117961,118327,120318,117905,117906,290919,117908
19974,41569,8204,117961,118052,122392,120097,174445,270488,120099
3776,4685,43,119920,119921,119922,117905,129950,290919,117908
21806,28149,255037,118315,118316,118202,118784,262095,290919,118786
19699,92329,70062,117961,118386,118746,117905,240983,290919,117908
17468,79694,770,117961,118343,119181,118451,130134,118453,118454
28098,19310,25487,5110,117954,117895,117899,117897,19721,117900
8569,27348,5293,118290,118291,118660,120344,274278,118424,120346
10088,25898,6021,117961,118413,122007,118784,117906,290919,118786
15642,79092,4903,118290,118291,118825,118293,196697,118295,118296
23386,26430,26141,118212,118580,117895,117885,117913,117887,117888
31108,1805,17759,117961,118413,122007,118685,120316,308574,118687
3953,78293,139593,118169,118170,119781,130479,164072,119784,130481
25919,28149,4478,117961,118386,118692,118321,117906,290919,118322
8080,16191,4589,117961,118327,120383,117905,240983,290919,117908
30159,3853,5456,117961,118225,118403,118321,117906,290919,118322
23266,21307,3266,117961,118225,120323,120591,120592,119095,120593
15143,75901,18450,117961,118052,118821,118321,118321,290919,118322
19259,74995,3234,119280,119281,118623,117946,119359,292795,117948
22329,34950,25242,118555,118178,118320,120690,136365,290919,120692
24753,42801,81619,118990,118991,118992,117905,120828,290919,117908
28938,15064,13820,117961,118343,119796,118054,124356,117887,118055
31897,42380,4118,117876,117877,117878,118568,292195,19721,118570
16089,44722,120000,117961,118225,119136,120001,128585,118474,120003
7742,16164,7460,117961,118300,118783,118784,147114,290919,118786
17840,81524,4850,91261,118026,118027,119409,122603,119006,119411
28347,26986,1043,117961,118327,126310,118641,306399,118643,118644
1718,16041,4998,117961,118343,119598,307024,311622,118331,118332
3392,25753,126887,122532,122533,117945,117946,177472,292795,117948
5559,37139,17640,117961,118052,121668,118259,234813,290919,118261
4592,42376,52916,117890,118102,117878,118568,120877,19721,118570
2093,75078,56254,118315,118316,123656,118318,120689,118205,118319
16670,27178,33,117961,118413,118501,144353,144354,118504,144355
19285,15673,6982,117961,118300,118783,117905,117906,290919,117908
5789,42479,110041,117961,118300,118810,118811,222005,19793,118813
28753,80887,22847,117961,117969,19666,120647,156708,118398,120649
13489,972,131441,117961,118343,118292,118422,300136,118424,118425
21039,57598,50089,117961,118343,118514,118321,240983,290919,118322
25675,35376,28152,118315,118463,120361,118784,121926,290919,118786
20218,391,54419,117926,118266,117884,118568,195390,19721,118570
4819,4675,8147,117961,118327,145424,118321,117906,290919,118322
26789,4675,7822,117961,118327,118492,132692,166382,270488,132694
7128,278393,137983,118163,119075,119076,120789,126546,118424,120791
17640,80988,3724,117961,118300,120059,118636,135814,118638,118639
21622,43876,50222,118079,118080,117878,117879,117913,19721,117880
25101,972,4098,117961,118343,119598,119433,133686,118424,119435
14676,6977,54618,117961,118052,118821,117905,240983,290919,117908
9128,29119,5899,117961,118327,120318,118321,117906,290919,118322
23869,37115,2088,118006,118007,117920,117879,117897,19721,117880
30239,28787,51096,119596,119597,124266,118728,272276,118295,118730
22619,3853,6982,117961,118300,118783,117905,117906,290919,117908
13239,17308,18686,117961,118386,128823,118784,118785,290919,118786
28546,35376,70169,117961,118386,118635,118318,140982,118205,118319
16041,42976,21023,117961,118052,120398,307024,311622,118331,118332
26981,42508,5541,117961,118300,118514,118321,117906,290919,118322
27367,16801,117887,117961,117969,123766,162860,162861,155173,162862
21180,114099,93627,91261,118026,119507,118321,117906,290919,118322
10450,31193,46503,120140,120141,121589,120952,120953,118453,120954
25205,80721,240,117961,118386,118404,118784,121556,290919,118786
3806,919,770,117961,118300,120722,118747,130134,118453,118749
16755,79983,3878,117961,118327,119830,122551,117906,118762,122552
13891,45055,54618,117961,118052,118992,118321,117906,290919,118322
16836,43003,7519,91261,118026,118202,118784,124402,290919,118786
6007,25287,7411,117961,118386,118746,118451,130134,118453,118454
15064,79228,56026,117983,117984,117878,117879,117879,19721,117880
637,34056,13854,117961,118052,118979,307024,306404,118331,118332
2398,99949,8008,118555,118178,118320,118278,117906,290919,118279
32310,45189,3838,117961,118225,119924,118321,118448,290919,118322
2623,45378,79111,117961,118343,119945,119928,231633,118331,119929
27507,40184,71401,91261,118026,118202,117905,117906,290919,117908
32076,39641,33,117961,118413,119968,118784,117906,290919,118786
27338,40125,19832,117961,118327,123757,118321,117906,290919,118322
4215,33235,16973,117961,118300,124942,117905,117906,290919,117908
262,25744,6225,117961,118343,120722,118784,117906,290919,118786
24376,73535,5604,117961,118343,119598,118958,159709,118960,118961
14830,37709,58457,117926,118266,117884,117885,117913,117887,117888
16751,20364,19832,117961,118386,123757,118321,117906,290919,118322
8983,74883,3509,118752,119070,118042,118563,194960,270488,118565
8838,40713,1012,117961,118225,119924,118321,117906,290919,118322
981,23499,15390,117961,118300,118301,120344,311360,118424,120346
31206,75078,53049,117961,118052,118053,120812,138898,118638,120814
23784,79092,2373,117961,117962,118501,118685,250291,308574,118687
26098,17849,57816,118219,118220,118810,118811,128802,19793,118813
10341,102695,17617,117961,118386,119214,118784,121873,290919,118786
1768,42084,8343,119301,119302,119303,118321,117906,290919,118322
23836,36338,23345,117961,118327,120318,122060,130360,290919,122062
6368,40918,4571,117961,118225,119924,118685,279443,308574,118687
29572,75834,50806,117961,118446,119961,119962,180629,118205,119964
29006,75078,18680,91261,118026,118202,117905,117906,290919,117908
19788,7543,2942,117961,118343,119195,117905,117906,290919,117908
21501,6449,3136,117961,118343,118856,118451,130134,118453,118454
28902,73815,92887,118315,118316,140453,129229,182258,119788,129231
27858,55932,30534,117961,118343,119142,117905,117906,290919,117908
26130,79121,5101,117961,118300,127849,118826,236735,118424,118828
23969,79085,53396,117916,118150,117920,117879,117886,19721,117880
27916,4675,49823,117961,118300,127168,118321,117906,290919,118322
22890,22662,53348,117961,117969,118970,118396,269406,118398,118399
30179,41123,16973,91261,118026,124942,117905,117906,290919,117908
4995,3853,5919,117961,118446,16232,118784,121873,290919,118786
32501,32634,18040,117961,118300,118783,118784,240983,290919,118786
11935,79121,4887,117961,118343,119598,118422,300136,118424,118425
3413,25565,1755,117961,117962,119223,125793,305057,118643,125795
31392,75078,25300,118315,118316,129128,119849,241747,118638,119851
25959,43868,1550,117961,118225,123173,119093,123174,119095,119096
22054,17813,16757,117961,118225,122273,118321,117906,290919,118322
28169,80251,2594,117961,118300,123472,118321,117906,290919,118322
12267,35864,16682,119596,119597,120026,118293,118294,118295,118296
13892,39518,6220,117961,118327,121645,122269,122270,118643,122271
9957,18313,17156,117961,118300,118810,123082,197687,19793,123084
24586,27750,16972,118887,118888,119987,119849,240725,118638,119851
10524,18897,20972,117978,117979,119386,179731,287691,117887,117973
5512,13878,13278,118219,118220,118221,117899,117899,19721,117900
31172,20897,2148,117961,118327,274241,150074,147904,119772,150076
18287,75078,22952,117961,118386,119214,117905,123513,290919,117908
22818,43547,51301,118290,118291,121108,118293,118294,118295,118296
30737,19753,21824,117961,118446,118684,118321,117906,290919,118322
14479,44621,17835,117961,118225,118403,121594,170665,4673,121596
9045,35279,98693,117961,118327,120685,120690,127922,290919,120692
2776,35417,4641,117961,118343,121747,117905,117906,290919,117908
19415,27124,51226,117961,118327,118320,118451,118545,118453,118454
11372,3130,3176,117961,118300,121216,119351,160003,3130,119353
19252,17249,7520,117961,118343,124725,118784,117906,290919,118786
25092,43266,19839,117961,118300,123201,118321,118448,290919,118322
30939,78591,4622,117893,117894,117878,133111,236793,118870,133113
32252,33626,7539,117961,118343,119987,117905,117906,290919,117908
1456,75834,124625,118725,118726,119076,118422,159053,118424,118425
12788,3661,2074,118441,118442,118378,119192,208460,119184,119194
29810,77300,15510,118169,118170,118171,259173,146424,292795,118943
20453,16503,16566,120140,120141,120559,120618,304465,118643,120619
8790,80520,3869,117961,118225,120050,118054,118054,117887,118055
30313,93498,1274,118887,118888,118889,118863,229267,118398,118865
23876,13878,56026,117983,117984,117878,117879,119057,19721,117880
26228,38860,46376,118573,118574,117945,118274,229793,292795,118276
16898,31834,17147,117882,117883,117884,118129,123932,118131,118132
22563,78859,2034,117961,118052,118328,299559,259703,118205,163732
27698,20351,6220,117961,118327,121645,122269,122270,118643,122271
16241,42085,5156,118290,118291,119890,118293,118294,118295,118296
17390,14914,4584,117961,118300,120297,117905,117906,290919,117908
17443,77996,50952,117961,118327,118929,118784,117906,290919,118786
2444,79276,8242,117961,117962,119223,118641,306399,118643,118644
8551,19998,17414,118752,119070,118042,118043,151099,270488,118046
30834,44482,122272,117961,118225,122273,118321,240983,290919,118322
27901,39323,2983,117961,118343,118700,117905,117906,290919,117908
9799,21307,4659,117961,118225,120663,118321,117906,290919,118322
24660,42085,14695,118602,118603,118008,118568,125168,19721,118570
27619,23090,53176,117961,117969,118970,120647,137468,118398,120649
16308,32270,3119,117961,118300,120312,119849,310589,118638,119851
745,78849,15887,117961,118052,120356,123737,305057,118960,123738
12270,44356,7398,117961,118225,118616,117905,240983,290919,117908
22874,27124,3878,117961,118327,119830,118321,117906,290919,118322
12536,80310,2378,117876,117877,117878,247659,163031,19721,247660
24210,20364,1930,122880,122974,122870,120097,281292,270488,120099
4993,16030,51138,117961,118413,119968,117905,117906,290919,117908
7359,26831,2685,122880,122974,117945,117946,149467,292795,117948
14002,15365,7084,117961,118386,121961,118321,117906,290919,118322
25451,35376,25607,117961,118343,118856,117905,117906,290919,117908
786,6042,5504,117961,118300,118514,117905,117906,290919,117908
22100,21743,1855,119134,119135,117895,118568,307041,19721,118570
28787,20271,66771,117916,118011,117920,117885,117913,117887,117888
28676,78919,7084,117961,118386,121961,118318,168365,118205,118319
29889,42710,18073,118256,118257,118623,117946,119722,292795,117948
17322,41642,7583,118990,118991,118992,118321,117906,290919,118322
17104,15714,22308,117902,118041,117945,280788,280788,292795,119082
17490,34924,19832,117961,118327,123901,118784,117906,290919,118786
5227,18418,8709,117961,118300,128830,118054,118054,117887,118055
23732,87821,2270,117961,118413,277693,120773,118959,118960,120774
26831,115958,2014,117961,117962,117904,127782,160080,290919,127783
17850,34799,2519,118169,118170,118623,280788,193644,292795,119082
30861,75901,3118,117961,118300,118458,120789,309123,118424,120791
890,28532,26229,117916,118011,117941,117879,117886,19721,117880
29554,79327,10494,117961,118225,120535,118890,311441,118398,118892
30337,37103,6982,117961,118300,118783,118777,279443,308574,118779
25760,32642,57680,118256,118257,117945,259173,280788,292795,118943
26052,22682,3486,118752,119070,119781,118563,171750,270488,118565
23156,80888,58414,117902,117903,120059,118636,310589,118638,118639
16950,15369,2942,117961,118343,118700,118784,117906,290919,118786
23004,30849,2837,118887,118888,118631,120344,303717,118424,120346
13921,34550,5717,117961,118343,124725,118321,117906,290919,118322
13999,25749,46622,117887,118178,119262,117946,119263,292795,117948
23785,25270,3113,117961,118343,119598,119433,127160,118424,119435
9906,20279,58689,117916,118011,117884,117885,117913,117887,117888
21585,15064,2017,117961,118327,121645,118054,159996,117887,118055
19530,28516,71279,118219,118220,118221,117899,117897,19721,117900
17756,75817,2362,117961,117962,118501,144353,144354,118504,144355
17053,75468,18686,117961,118386,121883,118784,118785,290919,118786
1111,42031,71391,117961,118386,118522,118259,230101,290919,118261
15059,4675,21135,117961,118343,119218,118321,117906,290919,118322
19987,917,59765,117961,118386,121961,118912,309291,118424,118914
14773,37651,59000,118181,118182,117941,118568,292195,19721,118570
2602,34954,32242,117961,118327,253965,119849,282370,118638,119851
13358,40237,94240,91261,118026,119507,117905,117906,290919,117908
19676,85557,97016,119062,119091,118957,118259,118260,290919,118261
18848,81350,4729,117961,118300,125821,118980,301534,118295,118982
9186,26391,19986,117961,118225,118403,120773,136187,118960,120774
13438,37951,54258,117890,118102,117878,118568,292195,19721,118570
13195,73485,8229,120342,120343,118631,117905,125684,290919,117908
16939,16191,42230,117961,118327,118744,118321,117906,290919,118322
24867,109400,8715,117961,118052,119986,118321,117906,290919,118322
28627,80778,5249,117961,118386,123144,118396,269406,118398,118399
29844,20897,17920,117961,117962,117963,118811,286597,19793,118813
24174,74390,3526,117961,118225,137996,119093,121698,119095,119096
17300,16162,252252,117902,117903,118437,122129,305057,121916,122131
13450,80867,743,117961,118343,118437,118321,117906,290919,118322
9898,15716,46613,118573,118574,117945,117946,144259,292795,117948
6856,33233,4378,117961,118327,118507,118054,120238,117887,118055
18176,91017,7551,117961,118052,118867,118259,117906,290919,118261
6844,79299,15440,118256,118257,117945,117946,128130,292795,117948
4484,109469,25293,117961,118386,118317,128764,130802,118612,128765
12981,42093,3281,117961,118225,120323,119093,120324,119095,119096
7771,36367,17728,117961,118446,119986,118318,168365,118205,118319
14998,35851,59029,118555,118178,118320,118784,117906,290919,118786
5940,73815,59749,118315,118316,118464,136701,162182,124487,136702
6941,4675,5899,117961,118327,120318,118641,306399,118643,118644
30682,43768,5244,117961,118343,119598,118321,240983,290919,118322
9240,74104,3085,117961,118300,125821,118834,251171,118424,118836
24227,37734,68562,118090,118091,119424,179731,132991,117887,117973
17363,79323,3120,117961,118300,120312,118054,137017,117887,118055
20282,80195,2270,117961,118413,277693,118777,279443,308574,118779
23388,33996,54303,117961,118327,118492,118747,125738,118453,118749
2705,38704,66843,117916,118150,117941,117879,117886,19721,117880
27924,1020,25557,117961,118300,121951,118321,240983,290919,118322
8050,111588,16922,117961,117962,118501,117905,117906,290919,117908
80,18380,44022,117961,117962,122215,127782,130085,290919,127783
28968,80381,782,117961,118413,277693,117905,117906,290919,117908
24067,75078,28241,119170,119171,140453,129229,228788,119788,129231
25676,3264,48938,118169,118170,119781,118563,221815,270488,118565
26725,43468,15459,118169,118170,119796,122129,181230,121916,122131
27370,79121,2395,117961,118300,123055,118728,301534,118295,118730
